or_id,status
or_31006254,returned
or_31006255,delivered
or_31006256,delivered
or_31006257,delivered
or_31006258,delivered
or_31006259,delivered
or_31006260,delivered
or_31006261,delivered
or_31006262,delivered
or_31006263,delivered
or_31006264,delivered
or_31006265,delivered
or_31006266,delivered
or_31006267,delivered
or_31006268,delivered
or_31006269,delivered
or_31006270,delivered
or_31006271,delivered
or_31006272,returned
or_31006273,delivered
or_31006274,returned
or_31006275,delivered
or_31006276,delivered
or_31006277,delivered
or_31006278,returned
or_31006279,delivered
or_31006280,returned
or_31006281,delivered
or_31006282,delivered
or_31006283,delivered
or_31006284,returned
or_31006285,delivered
or_31006286,delivered
or_31006287,delivered
or_31006288,delivered
or_31006289,delivered
or_31006290,returned
or_31006291,delivered
or_31006292,delivered
or_31006293,delivered
or_31006294,delivered
or_31006295,delivered
or_31006296,delivered
or_31006297,delivered
or_31006298,returned
or_31006299,delivered
or_31006300,delivered
or_31006301,delivered
or_31006302,delivered
or_31006303,delivered
or_31006304,delivered
or_31006305,delivered
or_31006306,delivered
or_31006307,delivered
or_31006308,delivered
or_31006309,delivered
or_31006310,returned
or_31006311,delivered
or_31006312,delivered
or_31006313,delivered
or_31006314,returned
or_31006315,delivered
or_31006316,delivered
or_31006317,delivered
or_31006318,returned
or_31006319,delivered
or_31006320,delivered
or_31006321,returned
or_31006322,delivered
or_31006323,delivered
or_31006324,delivered
or_31006325,delivered
or_31006326,delivered
or_31006327,delivered
or_31006328,delivered
or_31006329,delivered
or_31006330,delivered
or_31006331,delivered
or_31006332,delivered
or_31006333,delivered
or_31006334,delivered
or_31006335,delivered
or_31006336,returned
or_31006337,returned
or_31006338,delivered
or_31006339,returned
or_31006340,delivered
or_31006341,delivered
or_31006342,delivered
or_31006343,delivered
or_31006344,returned
or_31006345,delivered
or_31006346,returned
or_31006347,delivered
or_31006348,delivered
or_31006349,delivered
or_31006350,delivered
or_31006351,delivered
or_31006352,returned
or_31006353,delivered
or_31006354,delivered
or_31006355,delivered
or_31006356,returned
or_31006357,delivered
or_31006358,delivered
or_31006359,delivered
or_31006360,delivered
or_31006361,delivered
or_31006362,delivered
or_31006363,delivered
or_31006364,delivered
or_31006365,delivered
or_31006366,delivered
or_31006367,delivered
or_31006368,delivered
or_31006369,returned
or_31006370,delivered
or_31006371,returned
or_31006372,delivered
or_31006373,returned
or_31006374,returned
or_31006375,delivered
or_31006376,delivered
or_31006377,returned
or_31006378,delivered
or_31006379,delivered
or_31006380,delivered
or_31006381,delivered
or_31006382,delivered
or_31006383,delivered
or_31006384,delivered
or_31006385,delivered
or_31006386,delivered
or_31006387,delivered
or_31006388,delivered
or_31006389,delivered
or_31006390,delivered
or_31006391,delivered
or_31006392,delivered
or_31006393,delivered
or_31006394,delivered
or_31006395,returned
or_31006396,delivered
or_31006397,delivered
or_31006398,delivered
or_31006399,delivered
or_31006400,returned
or_31006401,delivered
or_31006402,delivered
or_31006403,delivered
or_31006404,delivered
or_31006405,delivered
or_31006406,delivered
or_31006407,returned
or_31006407,returned
or_31006408,delivered
or_31006409,delivered
or_31006410,delivered
or_31006411,delivered
or_31006412,delivered
or_31006413,delivered
or_31006414,delivered
or_31006415,delivered
or_31006416,returned
or_31006417,delivered
or_31006418,delivered
or_31006419,delivered
or_31006420,delivered
or_31006421,returned
or_31006422,delivered
or_31006423,delivered
or_31006424,delivered
or_31006425,delivered
or_31006426,delivered
or_31006427,delivered
or_31006428,delivered
or_31006429,returned
or_31006430,delivered
or_31006431,delivered
or_31006432,delivered
or_31006433,delivered
or_31006434,delivered
or_31006435,returned
or_31006436,delivered
or_31006437,delivered
or_31006438,delivered
or_31006439,delivered
or_31006440,delivered
or_31006441,delivered
or_31006442,delivered
or_31006443,delivered
or_31006444,delivered
or_31006445,delivered
or_31006446,delivered
or_31006447,delivered
or_31006448,delivered
or_31006449,delivered
or_31006450,delivered
or_31006451,delivered
or_31006452,returned
or_31006452,returned
or_31006452,returned
or_31006453,delivered
or_31006454,delivered
or_31006455,returned
or_31006456,returned
or_31006456,returned
or_31006457,delivered
or_31006458,delivered
or_31006459,delivered
or_31006460,delivered
or_31006461,delivered
or_31006462,delivered
or_31006463,delivered
or_31006464,delivered
or_31006465,delivered
or_31006466,returned
or_31006466,returned
or_31006467,delivered
or_31006468,returned
or_31006469,delivered
or_31006470,delivered
or_31006471,delivered
or_31006472,delivered
or_31006473,delivered
or_31006474,returned
or_31006475,delivered
or_31006476,delivered
or_31006477,delivered
or_31006478,delivered
or_31006479,delivered
or_31006480,delivered
or_31006481,delivered
or_31006482,delivered
or_31006483,returned
or_31006483,returned
or_31006484,delivered
or_31006485,returned
or_31006486,delivered
or_31006487,delivered
or_31006488,returned
or_31006489,delivered
or_31006490,delivered
or_31006491,delivered
or_31006492,delivered
or_31006493,delivered
or_31006494,delivered
or_31006495,returned
or_31006496,returned
or_31006497,delivered
or_31006498,returned
or_31006499,delivered
or_31006500,delivered
or_31006501,delivered
or_31006502,delivered
or_31006503,returned
or_31006504,delivered
or_31006505,delivered
or_31006506,delivered
or_31006507,delivered
or_31006508,delivered
or_31006509,delivered
or_31006510,delivered
or_31006511,delivered
or_31006512,delivered
or_31006513,returned
or_31006514,delivered
or_31006515,delivered
or_31006516,delivered
or_31006517,delivered
or_31006518,delivered
or_31006519,delivered
or_31006520,delivered
or_31006521,delivered
or_31006522,delivered
or_31006523,returned
or_31006524,delivered
or_31006525,delivered
or_31006526,delivered
or_31006527,delivered
or_31006528,returned
or_31006529,returned
or_31006530,delivered
or_31006531,delivered
or_31006532,delivered
or_31006533,delivered
or_31006534,delivered
or_31006535,delivered
or_31006536,returned
or_31006537,delivered
or_31006538,delivered
or_31006539,delivered
or_31006540,returned
or_31006541,delivered
or_31006542,delivered
or_31006543,delivered
or_31006544,delivered
or_31006545,delivered
or_31006546,delivered
or_31006547,delivered
or_31006548,delivered
or_31006549,delivered
or_31006550,returned
or_31006551,returned
or_31006552,delivered
or_31006553,delivered
or_31006554,delivered
or_31006555,delivered
or_31006556,returned
or_31006556,returned
or_31006557,returned
or_31006558,delivered
or_31006559,delivered
or_31006560,delivered
or_31006561,delivered
or_31006562,delivered
or_31006563,delivered
or_31006564,delivered
or_31006565,delivered
or_31006566,returned
or_31006567,delivered
or_31006568,returned
or_31006569,delivered
or_31006570,delivered
or_31006571,delivered
or_31006572,delivered
or_31006573,delivered
or_31006574,delivered
or_31006575,delivered
or_31006576,delivered
or_31006577,returned
or_31006578,delivered
or_31006579,delivered
or_31006580,returned
or_31006580,returned
or_31006581,delivered
or_31006582,delivered
or_31006583,returned
or_31006584,returned
or_31006584,returned
or_31006585,delivered
or_31006586,delivered
or_31006587,delivered
or_31006588,delivered
or_31006589,delivered
or_31006590,delivered
or_31006591,delivered
or_31006592,delivered
or_31006593,delivered
or_31006594,delivered
or_31006595,delivered
or_31006596,returned
or_31006596,returned
or_31006597,delivered
or_31006598,delivered
or_31006599,delivered
or_31006600,returned
or_31006601,delivered
or_31006602,returned
or_31006603,delivered
or_31006604,delivered
or_31006605,delivered
or_31006606,delivered
or_31006607,delivered
or_31006608,returned
or_31006609,delivered
or_31006610,delivered
or_31006611,delivered
or_31006612,delivered
or_31006613,returned
or_31006614,delivered
or_31006615,returned
or_31006616,delivered
or_31006617,delivered
or_31006618,delivered
or_31006619,delivered
or_31006620,delivered
or_31006621,delivered
or_31006622,delivered
or_31006623,delivered
or_31006624,delivered
or_31006625,delivered
or_31006626,delivered
or_31006627,delivered
or_31006628,delivered
or_31006629,delivered
or_31006630,delivered
or_31006631,delivered
or_31006632,delivered
or_31006633,delivered
or_31006634,delivered
or_31006635,delivered
or_31006636,delivered
or_31006637,delivered
or_31006638,returned
or_31006639,returned
or_31006640,returned
or_31006641,delivered
or_31006642,delivered
or_31006643,delivered
or_31006644,returned
or_31006644,returned
or_31006645,delivered
or_31006646,delivered
or_31006647,delivered
or_31006648,returned
or_31006649,delivered
or_31006650,delivered
or_31006651,delivered
or_31006652,delivered
or_31006653,returned
or_31006654,delivered
or_31006655,delivered
or_31006656,returned
or_31006657,delivered
or_31006658,returned
or_31006659,delivered
or_31006660,delivered
or_31006661,returned
or_31006662,delivered
or_31006663,returned
or_31006663,returned
or_31006664,delivered
or_31006665,delivered
or_31006666,delivered
or_31006667,returned
or_31006668,delivered
or_31006669,delivered
or_31006670,delivered
or_31006671,delivered
or_31006672,delivered
or_31006673,delivered
or_31006674,returned
or_31006675,delivered
or_31006676,delivered
or_31006677,delivered
or_31006678,delivered
or_31006679,returned
or_31006680,delivered
or_31006681,delivered
or_31006682,delivered
or_31006683,delivered
or_31006684,delivered
or_31006685,delivered
or_31006686,returned
or_31006687,delivered
or_31006688,delivered
or_31006689,delivered
or_31006690,delivered
or_31006691,delivered
or_31006692,delivered
or_31006693,delivered
or_31006694,delivered
or_31006695,delivered
or_31006696,delivered
or_31006697,delivered
or_31006698,returned
or_31006699,delivered
or_31006700,delivered
or_31006701,delivered
or_31006702,delivered
or_31006703,delivered
or_31006704,delivered
or_31006705,returned
or_31006706,delivered
or_31006707,returned
or_31006708,delivered
or_31006709,delivered
or_31006710,delivered
or_31006711,delivered
or_31006712,delivered
or_31006713,delivered
or_31006714,delivered
or_31006715,delivered
or_31006716,delivered
or_31006717,delivered
or_31006718,delivered
or_31006719,delivered
or_31006720,delivered
or_31006721,delivered
or_31006722,delivered
or_31006723,delivered
or_31006724,delivered
or_31006725,delivered
or_31006726,returned
or_31006727,delivered
or_31006728,delivered
or_31006729,delivered
or_31006730,delivered
or_31006731,delivered
or_31006732,delivered
or_31006733,delivered
or_31006734,delivered
or_31006735,delivered
or_31006736,delivered
or_31006737,delivered
or_31006738,delivered
or_31006739,delivered
or_31006740,delivered
or_31006741,delivered
or_31006742,delivered
or_31006743,delivered
or_31006744,returned
or_31006745,delivered
or_31006746,delivered
or_31006747,delivered
or_31006748,returned
or_31006749,delivered
or_31006750,delivered
or_31006751,delivered
or_31006752,delivered
or_31006753,delivered
or_31006754,delivered
or_31006755,delivered
or_31006756,delivered
or_31006757,delivered
or_31006758,delivered
or_31006759,returned
or_31006760,returned
or_31006761,delivered
or_31006762,delivered
or_31006763,delivered
or_31006764,delivered
or_31006765,delivered
or_31006766,delivered
or_31006767,delivered
or_31006768,delivered
or_31006769,delivered
or_31006770,delivered
or_31006771,delivered
or_31006772,delivered
or_31006773,delivered
or_31006774,returned
or_31006775,delivered
or_31006776,delivered
or_31006777,delivered
or_31006778,delivered
or_31006779,delivered
or_31006780,delivered
or_31006781,delivered
or_31006782,delivered
or_31006783,delivered
or_31006784,delivered
or_31006785,delivered
or_31006786,delivered
or_31006787,delivered
